date,state,crop,market,variety,min_price,max_price,modal_price,arrivals,avg_price
2022-06-14,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1566,2566,1816,166,2066.0
2022-07-14,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1319,2319,1569,419,1819.0
2022-08-13,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2631,1631,2881,231,2131.0
2022-09-12,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1839,1839,2089,439,1839.0
2022-10-12,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2615,2115,2865,215,2365.0
2022-11-11,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1460,3460,1710,560,2460.0
2022-12-11,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1873,3373,2123,473,2623.0
2023-01-10,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1723,1723,1973,323,1723.0
2023-02-09,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2930,2430,3180,530,2680.0
2023-03-11,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2429,1929,2679,529,2179.0
2023-04-10,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2966,2466,3216,566,2716.0
2023-05-10,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1802,2802,2052,402,2302.0
2023-06-09,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2729,3229,2979,329,2979.0
2023-07-09,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2908,3908,3158,508,3408.0
2023-08-08,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1269,2769,1519,369,2019.0
2023-09-07,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1803,3803,2053,403,2803.0
2023-10-07,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2983,1983,3233,583,2483.0
2023-11-06,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1855,2855,2105,455,2355.0
2023-12-06,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1813,3813,2063,413,2813.0
2024-01-05,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1612,3612,1862,212,2612.0
2024-02-04,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1469,3969,1719,569,2719.0
2024-03-05,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1803,1803,2053,403,1803.0
2024-04-04,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2188,3688,2438,288,2938.0
2024-05-04,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1562,2062,1812,162,1812.0
2024-06-03,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2652,3152,2902,252,2902.0
2024-07-03,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1407,2407,1657,507,1907.0
2024-08-02,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1191,2191,1441,291,1691.0
2024-09-01,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,1694,3194,1944,294,2444.0
2024-10-01,Andhra Pradesh,Bajra,Andhra Pradesh Main Market,Common,2546,3546,2796,146,3046.0
2019-01-01,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1998,3498,2248,598,2748.0
2019-01-31,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2480,2480,2730,580,2480.0
2019-03-02,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2763,2763,3013,363,2763.0
2019-04-01,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1347,3347,1597,447,2347.0
2019-05-01,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2708,1708,2958,308,2208.0
2019-05-31,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2367,2867,2617,467,2617.0
2019-06-30,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1051,3051,1301,151,2051.0
2019-07-30,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1735,2735,1985,335,2235.0
2019-08-29,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1955,3455,2205,555,2705.0
2019-09-28,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1717,3717,1967,317,2717.0
2019-10-28,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1933,1933,2183,533,1933.0
2019-11-27,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2576,1576,2826,176,2076.0
2019-12-27,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1793,1793,2043,393,1793.0
2020-01-26,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1356,1856,1606,456,1606.0
2020-02-25,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2117,3617,2367,217,2867.0
2020-03-26,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2312,1812,2562,412,2062.0
2020-04-25,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2189,3689,2439,289,2939.0
2020-05-25,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2768,2768,3018,368,2768.0
2020-06-24,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1762,1762,2012,362,1762.0
2020-07-24,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2599,2599,2849,199,2599.0
2020-08-23,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1745,3745,1995,345,2745.0
2020-09-22,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1330,3830,1580,430,2580.0
2020-10-22,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1952,2452,2202,552,2202.0
2020-11-21,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1884,1884,2134,484,1884.0
2020-12-21,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1575,3575,1825,175,2575.0
2021-01-20,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1588,1588,1838,188,1588.0
2021-02-19,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1196,3696,1446,296,2446.0
2021-03-21,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2340,1840,2590,440,2090.0
2021-04-20,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2637,3637,2887,237,3137.0
2021-05-20,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1444,3944,1694,544,2694.0
2021-06-19,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2529,2029,2779,129,2279.0
2021-07-19,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1927,3427,2177,527,2677.0
2021-08-18,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1451,2951,1701,551,2201.0
2021-09-17,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2164,3664,2414,264,2914.0
2021-10-17,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1433,3433,1683,533,2433.0
2021-11-16,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2807,1807,3057,407,2307.0
2021-12-16,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2310,2810,2560,410,2560.0
2022-01-15,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1759,1759,2009,359,1759.0
2022-02-14,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1660,2160,1910,260,1910.0
2022-03-16,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2276,3276,2526,376,2776.0
2022-04-15,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2174,2674,2424,274,2424.0
2022-05-15,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2226,2726,2476,326,2476.0
2022-06-14,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2948,2948,3198,548,2948.0
2022-07-14,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2775,1775,3025,375,2275.0
2022-08-13,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2832,1832,3082,432,2332.0
2022-09-12,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2341,3841,2591,441,3091.0
2022-10-12,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2729,1729,2979,329,2229.0
2022-11-11,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1138,2138,1388,238,1638.0
2022-12-11,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1288,2788,1538,388,2038.0
2023-01-10,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2848,2848,3098,448,2848.0
2023-02-09,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2811,3811,3061,411,3311.0
2023-03-11,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1031,1531,1281,131,1281.0
2023-04-10,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1228,1728,1478,328,1478.0
2023-05-10,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2660,2160,2910,260,2410.0
2023-06-09,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2929,2929,3179,529,2929.0
2023-07-09,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2830,1830,3080,430,2330.0
2023-08-08,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2913,2913,3163,513,2913.0
2023-09-07,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2663,1663,2913,263,2163.0
2023-10-07,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2003,1503,2253,103,1753.0
2023-11-06,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2924,1924,3174,524,2424.0
2023-12-06,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2348,1848,2598,448,2098.0
2024-01-05,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2210,2210,2460,310,2210.0
2024-02-04,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1815,3315,2065,415,2565.0
2024-03-05,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2206,3206,2456,306,2706.0
2024-04-04,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1059,3059,1309,159,2059.0
2024-05-04,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1481,1981,1731,581,1731.0
2024-06-03,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1287,2287,1537,387,1787.0
2024-07-03,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1167,2667,1417,267,1917.0
2024-08-02,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2758,2258,3008,358,2508.0
2024-09-01,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,2557,3557,2807,157,3057.0
2024-10-01,Andhra Pradesh,Jowar,Andhra Pradesh Main Market,Common,1330,1830,1580,430,1580.0
2019-01-01,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2438,1938,2688,538,2188.0
2019-01-31,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1533,2533,1783,133,2033.0
2019-03-02,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1280,2280,1530,380,1780.0
2019-04-01,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2890,2390,3140,490,2640.0
2019-05-01,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2199,3699,2449,299,2949.0
2019-05-31,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2707,3207,2957,307,2957.0
2019-06-30,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2666,1666,2916,266,2166.0
2019-07-30,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1514,3514,1764,114,2514.0
2019-08-29,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2612,3112,2862,212,2862.0
2019-09-28,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2994,1994,3244,594,2494.0
2019-10-28,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1482,1982,1732,582,1732.0
2019-11-27,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1211,3711,1461,311,2461.0
2019-12-27,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2490,2490,2740,590,2490.0
2020-01-26,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2473,3973,2723,573,3223.0
2020-02-25,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1037,3037,1287,137,2037.0
2020-03-26,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1159,3159,1409,259,2159.0
2020-04-25,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2695,3195,2945,295,2945.0
2020-05-25,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1660,3160,1910,260,2410.0
2020-06-24,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2192,2692,2442,292,2442.0
2020-07-24,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2171,1671,2421,271,1921.0
2020-08-23,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2861,3861,3111,461,3361.0
2020-09-22,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2069,3069,2319,169,2569.0
2020-10-22,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2364,3364,2614,464,2864.0
2020-11-21,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2356,3356,2606,456,2856.0
2020-12-21,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2079,3079,2329,179,2579.0
2021-01-20,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1893,2893,2143,493,2393.0
2021-02-19,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1984,2984,2234,584,2484.0
2021-03-21,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1268,1768,1518,368,1518.0
2021-04-20,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1427,3927,1677,527,2677.0
2021-05-20,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2412,2912,2662,512,2662.0
2021-06-19,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1530,2030,1780,130,1780.0
2021-07-19,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2412,3412,2662,512,2912.0
2021-08-18,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1115,3615,1365,215,2365.0
2021-09-17,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2235,3235,2485,335,2735.0
2021-10-17,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2775,3775,3025,375,3275.0
2021-11-16,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1304,3304,1554,404,2304.0
2021-12-16,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1462,2462,1712,562,1962.0
2022-01-15,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1736,3236,1986,336,2486.0
2022-02-14,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2613,3113,2863,213,2863.0
2022-03-16,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2906,1906,3156,506,2406.0
2022-04-15,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2260,2760,2510,360,2510.0
2022-05-15,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1072,2572,1322,172,1822.0
2022-06-14,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2390,2890,2640,490,2640.0
2022-07-14,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1649,3649,1899,249,2649.0
2022-08-13,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1458,3458,1708,558,2458.0
2022-09-12,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2258,2258,2508,358,2258.0
2022-10-12,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1607,2107,1857,207,1857.0
2022-11-11,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2667,3667,2917,267,3167.0
2022-12-11,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1639,1639,1889,239,1639.0
2023-01-10,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1604,2604,1854,204,2104.0
2023-02-09,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1791,3791,2041,391,2791.0
2023-03-11,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1327,3327,1577,427,2327.0
2023-04-10,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2687,3687,2937,287,3187.0
2023-05-10,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1574,2574,1824,174,2074.0
2023-06-09,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1368,3868,1618,468,2618.0
2023-07-09,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2899,3399,3149,499,3149.0
2023-08-08,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2107,3107,2357,207,2607.0
2023-09-07,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1088,2088,1338,188,1588.0
2023-10-07,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1110,2110,1360,210,1610.0
2023-11-06,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2913,2913,3163,513,2913.0
2023-12-06,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2087,2587,2337,187,2337.0
2024-01-05,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2312,3812,2562,412,3062.0
2024-02-04,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2884,1884,3134,484,2384.0
2024-03-05,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1202,2702,1452,302,1952.0
2024-04-04,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2874,2374,3124,474,2624.0
2024-05-04,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1501,3501,1751,101,2501.0
2024-06-03,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1167,3167,1417,267,2167.0
2024-07-03,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2295,2295,2545,395,2295.0
2024-08-02,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2384,1884,2634,484,2134.0
2024-09-01,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,1184,2684,1434,284,1934.0
2024-10-01,Andhra Pradesh,Barley,Andhra Pradesh Main Market,Common,2312,2812,2562,412,2562.0
2019-01-01,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2374,3874,2624,474,3124.0
2019-01-31,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1887,2887,2137,487,2387.0
2019-03-02,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2201,2201,2451,301,2201.0
2019-04-01,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1716,2716,1966,316,2216.0
2019-05-01,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1072,3572,1322,172,2322.0
2019-05-31,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1722,2722,1972,322,2222.0
2019-06-30,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1203,1703,1453,303,1453.0
2019-07-30,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1858,2358,2108,458,2108.0
2019-08-29,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1223,2223,1473,323,1723.0
2019-09-28,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1060,2060,1310,160,1560.0
2019-10-28,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1927,3427,2177,527,2677.0
2019-11-27,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2752,1752,3002,352,2252.0
2019-12-27,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2386,2386,2636,486,2386.0
2020-01-26,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1847,3847,2097,447,2847.0
2020-02-25,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1202,1702,1452,302,1452.0
2020-03-26,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1292,3292,1542,392,2292.0
2020-04-25,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2141,3141,2391,241,2641.0
2020-05-25,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2356,2356,2606,456,2356.0
2020-06-24,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1159,3659,1409,259,2409.0
2020-07-24,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1802,3802,2052,402,2802.0
2020-08-23,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1908,3408,2158,508,2658.0
2020-09-22,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1311,1811,1561,411,1561.0
2020-10-22,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1433,2933,1683,533,2183.0
2020-11-21,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2169,3169,2419,269,2669.0
2020-12-21,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1673,3673,1923,273,2673.0
2021-01-20,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2632,1632,2882,232,2132.0
2021-02-19,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2211,3711,2461,311,2961.0
2021-03-21,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2172,3172,2422,272,2672.0
2021-04-20,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2448,3448,2698,548,2948.0
2021-05-20,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1947,1947,2197,547,1947.0
2021-06-19,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1233,2733,1483,333,1983.0
2021-07-19,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2402,3902,2652,502,3152.0
2021-08-18,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1079,3079,1329,179,2079.0
2021-09-17,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1946,3946,2196,546,2946.0
2021-10-17,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1443,1943,1693,543,1693.0
2021-11-16,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1285,1785,1535,385,1535.0
2021-12-16,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2987,3487,3237,587,3237.0
2022-01-15,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2304,2804,2554,404,2554.0
2022-02-14,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1799,3799,2049,399,2799.0
2022-03-16,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2247,2747,2497,347,2497.0
2022-04-15,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2780,2780,3030,380,2780.0
2022-05-15,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1708,2708,1958,308,2208.0
2022-06-14,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1252,2752,1502,352,2002.0
2022-07-14,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1561,3561,1811,161,2561.0
2022-08-13,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1628,2128,1878,228,1878.0
2022-09-12,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2187,1687,2437,287,1937.0
2022-10-12,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2634,3134,2884,234,2884.0
2022-11-11,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1937,2437,2187,537,2187.0
2022-12-11,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1482,2482,1732,582,1982.0
2023-01-10,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2989,1989,3239,589,2489.0
2023-02-09,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2764,2764,3014,364,2764.0
2023-03-11,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2873,1873,3123,473,2373.0
2023-04-10,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2748,3248,2998,348,2998.0
2023-05-10,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2521,1521,2771,121,2021.0
2023-06-09,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2536,2536,2786,136,2536.0
2023-07-09,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1318,3818,1568,418,2568.0
2023-08-08,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2522,3022,2772,122,2772.0
2023-09-07,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2046,2046,2296,146,2046.0
2023-10-07,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,2049,2549,2299,149,2299.0
2023-11-06,Andhra Pradesh,Arhar/Tur,Andhra Pradesh Main Market,Common,1427,2427,1677,527,1927.0
