year,state,district,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,irrigated_area_hectares,rainfed_area_hectares
2023,Rajasthan,Jaipur,Onion,2076.8,37382.4,18.0,1453.8,623.0
2024,Rajasthan,Jaipur,Onion,2076.8,37382.4,18.0,1453.8,623.0
2019,Rajasthan,Jodhpur,Rice,54320.4,135801.0,2.5,38024.3,16296.1
2020,Rajasthan,Jodhpur,Rice,54320.4,135801.0,2.5,38024.3,16296.1
2021,Rajasthan,Jodhpur,Rice,54320.4,135801.0,2.5,38024.3,16296.1
2022,Rajasthan,Jodhpur,Rice,54320.4,135801.0,2.5,38024.3,16296.1
2023,Rajasthan,Jodhpur,Rice,54320.4,135801.0,2.5,38024.3,16296.1
2024,Rajasthan,Jodhpur,Rice,54320.4,135801.0,2.5,38024.3,16296.1
2019,Rajasthan,Jodhpur,Wheat,24961.0,79875.2,3.2,17472.7,7488.3
2020,Rajasthan,Jodhpur,Wheat,24961.0,79875.2,3.2,17472.7,7488.3
2021,Rajasthan,Jodhpur,Wheat,24961.0,79875.2,3.2,17472.7,7488.3
2022,Rajasthan,Jodhpur,Wheat,24961.0,79875.2,3.2,17472.7,7488.3
2023,Rajasthan,Jodhpur,Wheat,24961.0,79875.2,3.2,17472.7,7488.3
2024,Rajasthan,Jodhpur,Wheat,24961.0,79875.2,3.2,17472.7,7488.3
2019,Rajasthan,Jodhpur,Cotton,22288.8,11144.4,0.5,15602.2,6686.6
2020,Rajasthan,Jodhpur,Cotton,22288.8,11144.4,0.5,15602.2,6686.6
2021,Rajasthan,Jodhpur,Cotton,22288.8,11144.4,0.5,15602.2,6686.6
2022,Rajasthan,Jodhpur,Cotton,22288.8,11144.4,0.5,15602.2,6686.6
2023,Rajasthan,Jodhpur,Cotton,22288.8,11144.4,0.5,15602.2,6686.6
2024,Rajasthan,Jodhpur,Cotton,22288.8,11144.4,0.5,15602.2,6686.6
2019,Rajasthan,Jodhpur,Sugarcane,17210.4,1204728.0,70.0,12047.3,5163.1
2020,Rajasthan,Jodhpur,Sugarcane,17210.4,1204728.0,70.0,12047.3,5163.1
2021,Rajasthan,Jodhpur,Sugarcane,17210.4,1204728.0,70.0,12047.3,5163.1
2022,Rajasthan,Jodhpur,Sugarcane,17210.4,1204728.0,70.0,12047.3,5163.1
2023,Rajasthan,Jodhpur,Sugarcane,17210.4,1204728.0,70.0,12047.3,5163.1
2024,Rajasthan,Jodhpur,Sugarcane,17210.4,1204728.0,70.0,12047.3,5163.1
2019,Rajasthan,Jodhpur,Soybean,23667.3,26034.0,1.1,16567.1,7100.2
2020,Rajasthan,Jodhpur,Soybean,23667.3,26034.0,1.1,16567.1,7100.2
2021,Rajasthan,Jodhpur,Soybean,23667.3,26034.0,1.1,16567.1,7100.2
2022,Rajasthan,Jodhpur,Soybean,23667.3,26034.0,1.1,16567.1,7100.2
2023,Rajasthan,Jodhpur,Soybean,23667.3,26034.0,1.1,16567.1,7100.2
2024,Rajasthan,Jodhpur,Soybean,23667.3,26034.0,1.1,16567.1,7100.2
2019,Rajasthan,Jodhpur,Maize,9064.3,25380.0,2.8,6345.0,2719.3
2020,Rajasthan,Jodhpur,Maize,9064.3,25380.0,2.8,6345.0,2719.3
2021,Rajasthan,Jodhpur,Maize,9064.3,25380.0,2.8,6345.0,2719.3
2022,Rajasthan,Jodhpur,Maize,9064.3,25380.0,2.8,6345.0,2719.3
2023,Rajasthan,Jodhpur,Maize,9064.3,25380.0,2.8,6345.0,2719.3
2024,Rajasthan,Jodhpur,Maize,9064.3,25380.0,2.8,6345.0,2719.3
2019,Rajasthan,Jodhpur,Groundnut,9337.2,13072.1,1.4,6536.0,2801.2
2020,Rajasthan,Jodhpur,Groundnut,9337.2,13072.1,1.4,6536.0,2801.2
2021,Rajasthan,Jodhpur,Groundnut,9337.2,13072.1,1.4,6536.0,2801.2
2022,Rajasthan,Jodhpur,Groundnut,9337.2,13072.1,1.4,6536.0,2801.2
2023,Rajasthan,Jodhpur,Groundnut,9337.2,13072.1,1.4,6536.0,2801.2
2024,Rajasthan,Jodhpur,Groundnut,9337.2,13072.1,1.4,6536.0,2801.2
2019,Rajasthan,Jodhpur,Onion,11904.8,214286.4,18.0,8333.4,3571.4
2020,Rajasthan,Jodhpur,Onion,11904.8,214286.4,18.0,8333.4,3571.4
2021,Rajasthan,Jodhpur,Onion,11904.8,214286.4,18.0,8333.4,3571.4
2022,Rajasthan,Jodhpur,Onion,11904.8,214286.4,18.0,8333.4,3571.4
2023,Rajasthan,Jodhpur,Onion,11904.8,214286.4,18.0,8333.4,3571.4
2024,Rajasthan,Jodhpur,Onion,11904.8,214286.4,18.0,8333.4,3571.4
2019,Rajasthan,Kota,Rice,28720.8,71802.0,2.5,20104.6,8616.2
2020,Rajasthan,Kota,Rice,28720.8,71802.0,2.5,20104.6,8616.2
2021,Rajasthan,Kota,Rice,28720.8,71802.0,2.5,20104.6,8616.2
2022,Rajasthan,Kota,Rice,28720.8,71802.0,2.5,20104.6,8616.2
2023,Rajasthan,Kota,Rice,28720.8,71802.0,2.5,20104.6,8616.2
2024,Rajasthan,Kota,Rice,28720.8,71802.0,2.5,20104.6,8616.2
2019,Rajasthan,Kota,Wheat,33842.0,108294.4,3.2,23689.4,10152.6
2020,Rajasthan,Kota,Wheat,33842.0,108294.4,3.2,23689.4,10152.6
2021,Rajasthan,Kota,Wheat,33842.0,108294.4,3.2,23689.4,10152.6
2022,Rajasthan,Kota,Wheat,33842.0,108294.4,3.2,23689.4,10152.6
2023,Rajasthan,Kota,Wheat,33842.0,108294.4,3.2,23689.4,10152.6
2024,Rajasthan,Kota,Wheat,33842.0,108294.4,3.2,23689.4,10152.6
2019,Rajasthan,Kota,Cotton,40281.6,20140.8,0.5,28197.1,12084.5
2020,Rajasthan,Kota,Cotton,40281.6,20140.8,0.5,28197.1,12084.5
2021,Rajasthan,Kota,Cotton,40281.6,20140.8,0.5,28197.1,12084.5
2022,Rajasthan,Kota,Cotton,40281.6,20140.8,0.5,28197.1,12084.5
2023,Rajasthan,Kota,Cotton,40281.6,20140.8,0.5,28197.1,12084.5
2024,Rajasthan,Kota,Cotton,40281.6,20140.8,0.5,28197.1,12084.5
2019,Rajasthan,Kota,Sugarcane,9542.7,667989.0,70.0,6679.9,2862.8
2020,Rajasthan,Kota,Sugarcane,9542.7,667989.0,70.0,6679.9,2862.8
2021,Rajasthan,Kota,Sugarcane,9542.7,667989.0,70.0,6679.9,2862.8
2022,Rajasthan,Kota,Sugarcane,9542.7,667989.0,70.0,6679.9,2862.8
2023,Rajasthan,Kota,Sugarcane,9542.7,667989.0,70.0,6679.9,2862.8
2024,Rajasthan,Kota,Sugarcane,9542.7,667989.0,70.0,6679.9,2862.8
2019,Rajasthan,Kota,Soybean,49725.9,54698.5,1.1,34808.1,14917.8
2020,Rajasthan,Kota,Soybean,49725.9,54698.5,1.1,34808.1,14917.8
2021,Rajasthan,Kota,Soybean,49725.9,54698.5,1.1,34808.1,14917.8
2022,Rajasthan,Kota,Soybean,49725.9,54698.5,1.1,34808.1,14917.8
2023,Rajasthan,Kota,Soybean,49725.9,54698.5,1.1,34808.1,14917.8
2024,Rajasthan,Kota,Soybean,49725.9,54698.5,1.1,34808.1,14917.8
2019,Rajasthan,Kota,Maize,9363.9,26218.9,2.8,6554.7,2809.2
2020,Rajasthan,Kota,Maize,9363.9,26218.9,2.8,6554.7,2809.2
2021,Rajasthan,Kota,Maize,9363.9,26218.9,2.8,6554.7,2809.2
2022,Rajasthan,Kota,Maize,9363.9,26218.9,2.8,6554.7,2809.2
2023,Rajasthan,Kota,Maize,9363.9,26218.9,2.8,6554.7,2809.2
2024,Rajasthan,Kota,Maize,9363.9,26218.9,2.8,6554.7,2809.2
2019,Rajasthan,Kota,Groundnut,20469.6,28657.4,1.4,14328.7,6140.9
2020,Rajasthan,Kota,Groundnut,20469.6,28657.4,1.4,14328.7,6140.9
2021,Rajasthan,Kota,Groundnut,20469.6,28657.4,1.4,14328.7,6140.9
2022,Rajasthan,Kota,Groundnut,20469.6,28657.4,1.4,14328.7,6140.9
2023,Rajasthan,Kota,Groundnut,20469.6,28657.4,1.4,14328.7,6140.9
2024,Rajasthan,Kota,Groundnut,20469.6,28657.4,1.4,14328.7,6140.9
2019,Rajasthan,Kota,Onion,5647.2,101649.6,18.0,3953.0,1694.2
2020,Rajasthan,Kota,Onion,5647.2,101649.6,18.0,3953.0,1694.2
2021,Rajasthan,Kota,Onion,5647.2,101649.6,18.0,3953.0,1694.2
2022,Rajasthan,Kota,Onion,5647.2,101649.6,18.0,3953.0,1694.2
2023,Rajasthan,Kota,Onion,5647.2,101649.6,18.0,3953.0,1694.2
2024,Rajasthan,Kota,Onion,5647.2,101649.6,18.0,3953.0,1694.2
2019,Rajasthan,Bikaner,Rice,36669.6,91674.0,2.5,25668.7,11000.9
2020,Rajasthan,Bikaner,Rice,36669.6,91674.0,2.5,25668.7,11000.9
2021,Rajasthan,Bikaner,Rice,36669.6,91674.0,2.5,25668.7,11000.9
2022,Rajasthan,Bikaner,Rice,36669.6,91674.0,2.5,25668.7,11000.9
2023,Rajasthan,Bikaner,Rice,36669.6,91674.0,2.5,25668.7,11000.9
2024,Rajasthan,Bikaner,Rice,36669.6,91674.0,2.5,25668.7,11000.9
2019,Rajasthan,Bikaner,Wheat,26331.0,84259.2,3.2,18431.7,7899.3
2020,Rajasthan,Bikaner,Wheat,26331.0,84259.2,3.2,18431.7,7899.3
2021,Rajasthan,Bikaner,Wheat,26331.0,84259.2,3.2,18431.7,7899.3
2022,Rajasthan,Bikaner,Wheat,26331.0,84259.2,3.2,18431.7,7899.3
2023,Rajasthan,Bikaner,Wheat,26331.0,84259.2,3.2,18431.7,7899.3
2024,Rajasthan,Bikaner,Wheat,26331.0,84259.2,3.2,18431.7,7899.3
2019,Rajasthan,Bikaner,Cotton,41209.6,20604.8,0.5,28846.7,12362.9
2020,Rajasthan,Bikaner,Cotton,41209.6,20604.8,0.5,28846.7,12362.9
2021,Rajasthan,Bikaner,Cotton,41209.6,20604.8,0.5,28846.7,12362.9
2022,Rajasthan,Bikaner,Cotton,41209.6,20604.8,0.5,28846.7,12362.9
2023,Rajasthan,Bikaner,Cotton,41209.6,20604.8,0.5,28846.7,12362.9
2024,Rajasthan,Bikaner,Cotton,41209.6,20604.8,0.5,28846.7,12362.9
2019,Rajasthan,Bikaner,Sugarcane,12763.5,893445.0,70.0,8934.4,3829.0
2020,Rajasthan,Bikaner,Sugarcane,12763.5,893445.0,70.0,8934.4,3829.0
2021,Rajasthan,Bikaner,Sugarcane,12763.5,893445.0,70.0,8934.4,3829.0
2022,Rajasthan,Bikaner,Sugarcane,12763.5,893445.0,70.0,8934.4,3829.0
2023,Rajasthan,Bikaner,Sugarcane,12763.5,893445.0,70.0,8934.4,3829.0
2024,Rajasthan,Bikaner,Sugarcane,12763.5,893445.0,70.0,8934.4,3829.0
2019,Rajasthan,Bikaner,Soybean,32294.7,35524.2,1.1,22606.3,9688.4
2020,Rajasthan,Bikaner,Soybean,32294.7,35524.2,1.1,22606.3,9688.4
2021,Rajasthan,Bikaner,Soybean,32294.7,35524.2,1.1,22606.3,9688.4
2022,Rajasthan,Bikaner,Soybean,32294.7,35524.2,1.1,22606.3,9688.4
2023,Rajasthan,Bikaner,Soybean,32294.7,35524.2,1.1,22606.3,9688.4
2024,Rajasthan,Bikaner,Soybean,32294.7,35524.2,1.1,22606.3,9688.4
2019,Rajasthan,Bikaner,Maize,30765.0,86142.0,2.8,21535.5,9229.5
2020,Rajasthan,Bikaner,Maize,30765.0,86142.0,2.8,21535.5,9229.5
2021,Rajasthan,Bikaner,Maize,30765.0,86142.0,2.8,21535.5,9229.5
2022,Rajasthan,Bikaner,Maize,30765.0,86142.0,2.8,21535.5,9229.5
2023,Rajasthan,Bikaner,Maize,30765.0,86142.0,2.8,21535.5,9229.5
2024,Rajasthan,Bikaner,Maize,30765.0,86142.0,2.8,21535.5,9229.5
2019,Rajasthan,Bikaner,Groundnut,30770.4,43078.6,1.4,21539.3,9231.1
2020,Rajasthan,Bikaner,Groundnut,30770.4,43078.6,1.4,21539.3,9231.1
2021,Rajasthan,Bikaner,Groundnut,30770.4,43078.6,1.4,21539.3,9231.1
2022,Rajasthan,Bikaner,Groundnut,30770.4,43078.6,1.4,21539.3,9231.1
2023,Rajasthan,Bikaner,Groundnut,30770.4,43078.6,1.4,21539.3,9231.1
2024,Rajasthan,Bikaner,Groundnut,30770.4,43078.6,1.4,21539.3,9231.1
2019,Rajasthan,Bikaner,Onion,3508.4,63151.2,18.0,2455.9,1052.5
2020,Rajasthan,Bikaner,Onion,3508.4,63151.2,18.0,2455.9,1052.5
2021,Rajasthan,Bikaner,Onion,3508.4,63151.2,18.0,2455.9,1052.5
2022,Rajasthan,Bikaner,Onion,3508.4,63151.2,18.0,2455.9,1052.5
2023,Rajasthan,Bikaner,Onion,3508.4,63151.2,18.0,2455.9,1052.5
2024,Rajasthan,Bikaner,Onion,3508.4,63151.2,18.0,2455.9,1052.5
2019,Rajasthan,Udaipur,Rice,31814.4,79536.0,2.5,22270.1,9544.3
2020,Rajasthan,Udaipur,Rice,31814.4,79536.0,2.5,22270.1,9544.3
2021,Rajasthan,Udaipur,Rice,31814.4,79536.0,2.5,22270.1,9544.3
2022,Rajasthan,Udaipur,Rice,31814.4,79536.0,2.5,22270.1,9544.3
2023,Rajasthan,Udaipur,Rice,31814.4,79536.0,2.5,22270.1,9544.3
2024,Rajasthan,Udaipur,Rice,31814.4,79536.0,2.5,22270.1,9544.3
2019,Rajasthan,Udaipur,Wheat,22081.0,70659.2,3.2,15456.7,6624.3
2020,Rajasthan,Udaipur,Wheat,22081.0,70659.2,3.2,15456.7,6624.3
2021,Rajasthan,Udaipur,Wheat,22081.0,70659.2,3.2,15456.7,6624.3
2022,Rajasthan,Udaipur,Wheat,22081.0,70659.2,3.2,15456.7,6624.3
2023,Rajasthan,Udaipur,Wheat,22081.0,70659.2,3.2,15456.7,6624.3
2024,Rajasthan,Udaipur,Wheat,22081.0,70659.2,3.2,15456.7,6624.3
2019,Rajasthan,Udaipur,Cotton,21917.6,10958.8,0.5,15342.3,6575.3
2020,Rajasthan,Udaipur,Cotton,21917.6,10958.8,0.5,15342.3,6575.3
2021,Rajasthan,Udaipur,Cotton,21917.6,10958.8,0.5,15342.3,6575.3
2022,Rajasthan,Udaipur,Cotton,21917.6,10958.8,0.5,15342.3,6575.3
2023,Rajasthan,Udaipur,Cotton,21917.6,10958.8,0.5,15342.3,6575.3
2024,Rajasthan,Udaipur,Cotton,21917.6,10958.8,0.5,15342.3,6575.3
2019,Rajasthan,Udaipur,Sugarcane,9958.8,697116.0,70.0,6971.2,2987.6
2020,Rajasthan,Udaipur,Sugarcane,9958.8,697116.0,70.0,6971.2,2987.6
2021,Rajasthan,Udaipur,Sugarcane,9958.8,697116.0,70.0,6971.2,2987.6
2022,Rajasthan,Udaipur,Sugarcane,9958.8,697116.0,70.0,6971.2,2987.6
2023,Rajasthan,Udaipur,Sugarcane,9958.8,697116.0,70.0,6971.2,2987.6
2024,Rajasthan,Udaipur,Sugarcane,9958.8,697116.0,70.0,6971.2,2987.6
2019,Rajasthan,Udaipur,Soybean,41460.3,45606.3,1.1,29022.2,12438.1
2020,Rajasthan,Udaipur,Soybean,41460.3,45606.3,1.1,29022.2,12438.1
2021,Rajasthan,Udaipur,Soybean,41460.3,45606.3,1.1,29022.2,12438.1
2022,Rajasthan,Udaipur,Soybean,41460.3,45606.3,1.1,29022.2,12438.1
2023,Rajasthan,Udaipur,Soybean,41460.3,45606.3,1.1,29022.2,12438.1
2024,Rajasthan,Udaipur,Soybean,41460.3,45606.3,1.1,29022.2,12438.1
2019,Rajasthan,Udaipur,Maize,19932.5,55811.0,2.8,13952.8,5979.8
2020,Rajasthan,Udaipur,Maize,19932.5,55811.0,2.8,13952.8,5979.8
2021,Rajasthan,Udaipur,Maize,19932.5,55811.0,2.8,13952.8,5979.8
2022,Rajasthan,Udaipur,Maize,19932.5,55811.0,2.8,13952.8,5979.8
2023,Rajasthan,Udaipur,Maize,19932.5,55811.0,2.8,13952.8,5979.8
2024,Rajasthan,Udaipur,Maize,19932.5,55811.0,2.8,13952.8,5979.8
2019,Rajasthan,Udaipur,Groundnut,10557.0,14779.8,1.4,7389.9,3167.1
2020,Rajasthan,Udaipur,Groundnut,10557.0,14779.8,1.4,7389.9,3167.1
2021,Rajasthan,Udaipur,Groundnut,10557.0,14779.8,1.4,7389.9,3167.1
2022,Rajasthan,Udaipur,Groundnut,10557.0,14779.8,1.4,7389.9,3167.1
2023,Rajasthan,Udaipur,Groundnut,10557.0,14779.8,1.4,7389.9,3167.1
2024,Rajasthan,Udaipur,Groundnut,10557.0,14779.8,1.4,7389.9,3167.1
2019,Rajasthan,Udaipur,Onion,4705.0,84690.0,18.0,3293.5,1411.5
2020,Rajasthan,Udaipur,Onion,4705.0,84690.0,18.0,3293.5,1411.5
2021,Rajasthan,Udaipur,Onion,4705.0,84690.0,18.0,3293.5,1411.5
2022,Rajasthan,Udaipur,Onion,4705.0,84690.0,18.0,3293.5,1411.5
2023,Rajasthan,Udaipur,Onion,4705.0,84690.0,18.0,3293.5,1411.5
2024,Rajasthan,Udaipur,Onion,4705.0,84690.0,18.0,3293.5,1411.5
2019,Madhya Pradesh,Indore,Rice,65163.6,162909.0,2.5,45614.5,19549.1
2020,Madhya Pradesh,Indore,Rice,65163.6,162909.0,2.5,45614.5,19549.1
2021,Madhya Pradesh,Indore,Rice,65163.6,162909.0,2.5,45614.5,19549.1
2022,Madhya Pradesh,Indore,Rice,65163.6,162909.0,2.5,45614.5,19549.1
2023,Madhya Pradesh,Indore,Rice,65163.6,162909.0,2.5,45614.5,19549.1
2024,Madhya Pradesh,Indore,Rice,65163.6,162909.0,2.5,45614.5,19549.1
2019,Madhya Pradesh,Indore,Wheat,27216.0,87091.2,3.2,19051.2,8164.8
2020,Madhya Pradesh,Indore,Wheat,27216.0,87091.2,3.2,19051.2,8164.8
2021,Madhya Pradesh,Indore,Wheat,27216.0,87091.2,3.2,19051.2,8164.8
2022,Madhya Pradesh,Indore,Wheat,27216.0,87091.2,3.2,19051.2,8164.8
2023,Madhya Pradesh,Indore,Wheat,27216.0,87091.2,3.2,19051.2,8164.8
2024,Madhya Pradesh,Indore,Wheat,27216.0,87091.2,3.2,19051.2,8164.8
2019,Madhya Pradesh,Indore,Cotton,33057.6,16528.8,0.5,23140.3,9917.3
2020,Madhya Pradesh,Indore,Cotton,33057.6,16528.8,0.5,23140.3,9917.3
2021,Madhya Pradesh,Indore,Cotton,33057.6,16528.8,0.5,23140.3,9917.3
2022,Madhya Pradesh,Indore,Cotton,33057.6,16528.8,0.5,23140.3,9917.3
2023,Madhya Pradesh,Indore,Cotton,33057.6,16528.8,0.5,23140.3,9917.3
2024,Madhya Pradesh,Indore,Cotton,33057.6,16528.8,0.5,23140.3,9917.3
2019,Madhya Pradesh,Indore,Sugarcane,5894.7,412629.0,70.0,4126.3,1768.4
2020,Madhya Pradesh,Indore,Sugarcane,5894.7,412629.0,70.0,4126.3,1768.4
2021,Madhya Pradesh,Indore,Sugarcane,5894.7,412629.0,70.0,4126.3,1768.4
2022,Madhya Pradesh,Indore,Sugarcane,5894.7,412629.0,70.0,4126.3,1768.4
2023,Madhya Pradesh,Indore,Sugarcane,5894.7,412629.0,70.0,4126.3,1768.4
2024,Madhya Pradesh,Indore,Sugarcane,5894.7,412629.0,70.0,4126.3,1768.4
2019,Madhya Pradesh,Indore,Soybean,25546.5,28101.2,1.1,17882.5,7663.9
2020,Madhya Pradesh,Indore,Soybean,25546.5,28101.2,1.1,17882.5,7663.9
2021,Madhya Pradesh,Indore,Soybean,25546.5,28101.2,1.1,17882.5,7663.9
2022,Madhya Pradesh,Indore,Soybean,25546.5,28101.2,1.1,17882.5,7663.9
2023,Madhya Pradesh,Indore,Soybean,25546.5,28101.2,1.1,17882.5,7663.9
2024,Madhya Pradesh,Indore,Soybean,25546.5,28101.2,1.1,17882.5,7663.9
2019,Madhya Pradesh,Indore,Maize,26301.8,73645.0,2.8,18411.3,7890.5
2020,Madhya Pradesh,Indore,Maize,26301.8,73645.0,2.8,18411.3,7890.5
2021,Madhya Pradesh,Indore,Maize,26301.8,73645.0,2.8,18411.3,7890.5
2022,Madhya Pradesh,Indore,Maize,26301.8,73645.0,2.8,18411.3,7890.5
2023,Madhya Pradesh,Indore,Maize,26301.8,73645.0,2.8,18411.3,7890.5
2024,Madhya Pradesh,Indore,Maize,26301.8,73645.0,2.8,18411.3,7890.5
2019,Madhya Pradesh,Indore,Groundnut,16661.4,23326.0,1.4,11663.0,4998.4
2020,Madhya Pradesh,Indore,Groundnut,16661.4,23326.0,1.4,11663.0,4998.4
2021,Madhya Pradesh,Indore,Groundnut,16661.4,23326.0,1.4,11663.0,4998.4
2022,Madhya Pradesh,Indore,Groundnut,16661.4,23326.0,1.4,11663.0,4998.4
2023,Madhya Pradesh,Indore,Groundnut,16661.4,23326.0,1.4,11663.0,4998.4
2024,Madhya Pradesh,Indore,Groundnut,16661.4,23326.0,1.4,11663.0,4998.4
2019,Madhya Pradesh,Indore,Onion,9241.2,166341.6,18.0,6468.8,2772.4
2020,Madhya Pradesh,Indore,Onion,9241.2,166341.6,18.0,6468.8,2772.4
2021,Madhya Pradesh,Indore,Onion,9241.2,166341.6,18.0,6468.8,2772.4
2022,Madhya Pradesh,Indore,Onion,9241.2,166341.6,18.0,6468.8,2772.4
2023,Madhya Pradesh,Indore,Onion,9241.2,166341.6,18.0,6468.8,2772.4
2024,Madhya Pradesh,Indore,Onion,9241.2,166341.6,18.0,6468.8,2772.4
2019,Madhya Pradesh,Bhopal,Rice,48777.6,121944.0,2.5,34144.3,14633.3
2020,Madhya Pradesh,Bhopal,Rice,48777.6,121944.0,2.5,34144.3,14633.3
2021,Madhya Pradesh,Bhopal,Rice,48777.6,121944.0,2.5,34144.3,14633.3
2022,Madhya Pradesh,Bhopal,Rice,48777.6,121944.0,2.5,34144.3,14633.3
2023,Madhya Pradesh,Bhopal,Rice,48777.6,121944.0,2.5,34144.3,14633.3
2024,Madhya Pradesh,Bhopal,Rice,48777.6,121944.0,2.5,34144.3,14633.3
2019,Madhya Pradesh,Bhopal,Wheat,43405.0,138896.0,3.2,30383.5,13021.5
2020,Madhya Pradesh,Bhopal,Wheat,43405.0,138896.0,3.2,30383.5,13021.5
2021,Madhya Pradesh,Bhopal,Wheat,43405.0,138896.0,3.2,30383.5,13021.5
2022,Madhya Pradesh,Bhopal,Wheat,43405.0,138896.0,3.2,30383.5,13021.5
2023,Madhya Pradesh,Bhopal,Wheat,43405.0,138896.0,3.2,30383.5,13021.5
2024,Madhya Pradesh,Bhopal,Wheat,43405.0,138896.0,3.2,30383.5,13021.5
2019,Madhya Pradesh,Bhopal,Cotton,34628.8,17314.4,0.5,24240.2,10388.6
2020,Madhya Pradesh,Bhopal,Cotton,34628.8,17314.4,0.5,24240.2,10388.6
2021,Madhya Pradesh,Bhopal,Cotton,34628.8,17314.4,0.5,24240.2,10388.6
2022,Madhya Pradesh,Bhopal,Cotton,34628.8,17314.4,0.5,24240.2,10388.6
2023,Madhya Pradesh,Bhopal,Cotton,34628.8,17314.4,0.5,24240.2,10388.6
2024,Madhya Pradesh,Bhopal,Cotton,34628.8,17314.4,0.5,24240.2,10388.6
2019,Madhya Pradesh,Bhopal,Sugarcane,8910.3,623721.0,70.0,6237.2,2673.1
2020,Madhya Pradesh,Bhopal,Sugarcane,8910.3,623721.0,70.0,6237.2,2673.1
2021,Madhya Pradesh,Bhopal,Sugarcane,8910.3,623721.0,70.0,6237.2,2673.1
2022,Madhya Pradesh,Bhopal,Sugarcane,8910.3,623721.0,70.0,6237.2,2673.1
2023,Madhya Pradesh,Bhopal,Sugarcane,8910.3,623721.0,70.0,6237.2,2673.1
2024,Madhya Pradesh,Bhopal,Sugarcane,8910.3,623721.0,70.0,6237.2,2673.1
2019,Madhya Pradesh,Bhopal,Soybean,41227.2,45349.9,1.1,28859.0,12368.2
2020,Madhya Pradesh,Bhopal,Soybean,41227.2,45349.9,1.1,28859.0,12368.2
2021,Madhya Pradesh,Bhopal,Soybean,41227.2,45349.9,1.1,28859.0,12368.2
2022,Madhya Pradesh,Bhopal,Soybean,41227.2,45349.9,1.1,28859.0,12368.2
2023,Madhya Pradesh,Bhopal,Soybean,41227.2,45349.9,1.1,28859.0,12368.2
2024,Madhya Pradesh,Bhopal,Soybean,41227.2,45349.9,1.1,28859.0,12368.2
2019,Madhya Pradesh,Bhopal,Maize,23840.6,66753.7,2.8,16688.4,7152.2
2020,Madhya Pradesh,Bhopal,Maize,23840.6,66753.7,2.8,16688.4,7152.2
2021,Madhya Pradesh,Bhopal,Maize,23840.6,66753.7,2.8,16688.4,7152.2
2022,Madhya Pradesh,Bhopal,Maize,23840.6,66753.7,2.8,16688.4,7152.2
2023,Madhya Pradesh,Bhopal,Maize,23840.6,66753.7,2.8,16688.4,7152.2
2024,Madhya Pradesh,Bhopal,Maize,23840.6,66753.7,2.8,16688.4,7152.2
2019,Madhya Pradesh,Bhopal,Groundnut,9224.4,12914.2,1.4,6457.1,2767.3
2020,Madhya Pradesh,Bhopal,Groundnut,9224.4,12914.2,1.4,6457.1,2767.3
2021,Madhya Pradesh,Bhopal,Groundnut,9224.4,12914.2,1.4,6457.1,2767.3
2022,Madhya Pradesh,Bhopal,Groundnut,9224.4,12914.2,1.4,6457.1,2767.3
2023,Madhya Pradesh,Bhopal,Groundnut,9224.4,12914.2,1.4,6457.1,2767.3
2024,Madhya Pradesh,Bhopal,Groundnut,9224.4,12914.2,1.4,6457.1,2767.3
2019,Madhya Pradesh,Bhopal,Onion,3465.2,62373.6,18.0,2425.6,1039.6
2020,Madhya Pradesh,Bhopal,Onion,3465.2,62373.6,18.0,2425.6,1039.6
2021,Madhya Pradesh,Bhopal,Onion,3465.2,62373.6,18.0,2425.6,1039.6
2022,Madhya Pradesh,Bhopal,Onion,3465.2,62373.6,18.0,2425.6,1039.6
2023,Madhya Pradesh,Bhopal,Onion,3465.2,62373.6,18.0,2425.6,1039.6
2024,Madhya Pradesh,Bhopal,Onion,3465.2,62373.6,18.0,2425.6,1039.6
2019,Madhya Pradesh,Jabalpur,Rice,51738.0,129345.0,2.5,36216.6,15521.4
2020,Madhya Pradesh,Jabalpur,Rice,51738.0,129345.0,2.5,36216.6,15521.4
2021,Madhya Pradesh,Jabalpur,Rice,51738.0,129345.0,2.5,36216.6,15521.4
2022,Madhya Pradesh,Jabalpur,Rice,51738.0,129345.0,2.5,36216.6,15521.4
2023,Madhya Pradesh,Jabalpur,Rice,51738.0,129345.0,2.5,36216.6,15521.4
2024,Madhya Pradesh,Jabalpur,Rice,51738.0,129345.0,2.5,36216.6,15521.4
2019,Madhya Pradesh,Jabalpur,Wheat,54721.0,175107.2,3.2,38304.7,16416.3
2020,Madhya Pradesh,Jabalpur,Wheat,54721.0,175107.2,3.2,38304.7,16416.3
2021,Madhya Pradesh,Jabalpur,Wheat,54721.0,175107.2,3.2,38304.7,16416.3
2022,Madhya Pradesh,Jabalpur,Wheat,54721.0,175107.2,3.2,38304.7,16416.3
2023,Madhya Pradesh,Jabalpur,Wheat,54721.0,175107.2,3.2,38304.7,16416.3
2024,Madhya Pradesh,Jabalpur,Wheat,54721.0,175107.2,3.2,38304.7,16416.3
2019,Madhya Pradesh,Jabalpur,Cotton,43625.6,21812.8,0.5,30537.9,13087.7
2020,Madhya Pradesh,Jabalpur,Cotton,43625.6,21812.8,0.5,30537.9,13087.7
2021,Madhya Pradesh,Jabalpur,Cotton,43625.6,21812.8,0.5,30537.9,13087.7
